full_text,reclamacao
"as aulas voltam dia 28 agora e eu não sei como eu vou conseguir sobreviver a escola sem meus amigos maravilhosos que estavam no terceiro ano, e nem como eu vou conseguir lidar com as responsabilidades que estar no terceiro ano agora exigem",não

"Cito, a escola Maria Goretti, na vila Maria, que está a uma semana sem aulas ... É o naufrágio da educação.
#JornaldaCultura",sim

"Cerca de 250 crianças estão sem estudar após escola ser demolida no Bairro Planalto Pici
https://t.co/aHFhe8Hx89",sim

To doido pra terminar  as aulas da auto escola mas to só  o desanimo de ter um carteira  sem ter o veículo e um emprego  kkkk,não

"sem dúvidas o que mais sinto falta da escola é ter aulas de história, geografia...",não

"As aulas aqui em mg voltaram hoje, tô sem escola,mochila, material não sei oq fazer da vida kkkkkkkkkkkkjkjj",não

"A vantagem de entrar na escola depois do início das aulas é q sem foto, nunca caia na roleta russa da chamada oral. #FundaçãoBradesco https://t.co/z95ExBtbqZ",não

amanhã depois de anos sem ir na auto escola por falta de vergonha na cara eu vou voltar e o pior faltam apenas 3 aulas pra fazer o exame vou ser reprovado logo na baliza sim ou claro??? https://t.co/W6cmcDsnrs,não

Escola fica sem merenda e alunos têm apenas arroz servido em Irauçuba https://t.co/93W3gj066o https://t.co/co1stqmeMm,sim

"Caaaara, não aguento mais a escola sem merenda, affe",não

"Na escola cidade do Jequié,na Cardeal da Silva,as aulas foram diminuída. Os alunos saem as 15:30 ,devido ao valor forte e sem nenhum tipo de ventilação.
#tamojuntoBMD",sim

"@andersongallo problema é a escola sem teto, o professor ganhando pouco, a falta de merenda, de computador...",não

Completamente sem vontade de ir à escola estes 2 dias só de ver quais são as aulas,não

"mano, não to acreditando que a Juliana e o Samarone saíram da escola, as aulas n serão mais as mesmas sem eles!!!",não

"Tentar reverter um corte de verbas de mais de 20 anos ninguém quer. Tem criança sem merenda, teto caindo, criança levando tiro em escola, professor apanhando e sem salário, a nossa educação indo ladeira abaixo, mas o.importante é mostrar que as crianças estão cantando o hino.",não

"Sem ânimo pra ir pra escola, principalmente pelo fato de ter 3 aulas seguidas de português",não

"A vibe dessa escola, sem a pressão de ter aulas, e provas é tão boa https://t.co/KRl7AiO5L9",não

"Com a volta as aulas, postar foto de uniforme, localização da escola e ate mesmo horarios de aula do seu pequeno é um risco desnecessario, e eu sei que muitas vezes é sem pensar e no impulso, mas nunca se sabe quem nos segue apenas esperando a oportunidade de causar o mal",não

"com pouco tempo de volta às aulas eu já to sem vida social, minha rotina agora é de casa pra escola e da escola pra casa",não

"O triste é ver POBRE,isso mesmo PO BRE...Defendendo ""escola sem partido""... O melhor seria defender escola com professor, merenda, laboratórios, Internet, segurança...",não

"Depois de 4 dias sem ir pra escola, resolvi fazer oq faço de melhor nas aulas, dormir.",não

Ficar na escola mais de 5 horas sem aulas e TOP 🎉,não

Alguma escola da região ficou desesperadamente sem professor e precisam de mim pra dar de 8 a 12 aulas ou seja só duas vezes na semana fé em Deus que ele é justo. https://t.co/w6DctzzGwZ,não

As aulas voltam terça e eu to sem escola e sem material.,não

segunda começa as aulas e eu sem escola,não

"As aulas voltando, e eu sem vaga em alguma escola",não

"mt bom a escola vazia, sem contar que sobra muita merenda",não

As aulas já começou e eu ainda tô sem escola 😬,não

Escola tem merenda furtada e alunos ficam sem refeição em Guarujá https://t.co/f7C6zkjyUp,sim

eu nao quero ficar tanto tempo sem fazer nada pqp minhas aulas na escola começavam no final de janeiro 🥺 https://t.co/FrG5B3YINz,não

Vcs aí sem escola e eu vou ter aulas o que vale é q tenho tarde livre hoje,não

Pais reclamam da falta de professores em escola da rede estadual na Zona Norte. Os alunos estão sem aulas de Português e Matemática. #Educação #BandNewsFM https://t.co/DF3uMF6a8X,sim

"pelas minhas contas cada professor tem um dia de folga, ontem eu tive duas aulas com o prof de matemática, hj n tive mas ele estava na escola. então isso quer dizer que provavelmente ficaremos ainda mais um dia sem aula de matemática. glória a Deus",não

"minhas aulas ainda nao começaram meudeus vou pra escola sem saber quanto é 2+1",não

É... Parece que eu n vou poder mais assistir minhas aulas e ter que ficar sem escola... :( too bad!,não

1 semana na escola sem aulas = avacalhanço total @maria_mmatoss @LeonorMSantos1 @/rakas,não

incrível a minha capacidade de ir na escola o ano inteiro sem saber quais as aulas que tem no dia,não

"Acho q vou voltar a fazer muay thai, faltar algumas aulas no curso e fodase, minha saúde mental vem primeiro, é fd ficar o dia todo na escola sem ter uma válvula de escape pros bgls",não

Alunos estão sem merenda e água há quase um mês em escola de São Vicente https://t.co/Rp3ogGZNmQ Enquanto isso o ministro fascista da educação do Bozo quer que os estudantes cantem o hino  e fiquem gritando o slogan mentiroso desse desgoverno de barriga vazia. #HinoNacionalSim,sim

"Alunos ficam sem #merenda em escola de Santos por falta de cozinheiro. Os alunos da Escola Estadual Fernando de Azevedo, em Santos, estão sem merenda nesta sexta-feira (3). O motivo é a falta de #cozinheiro, segundo… https://t.co/ShcZsJkEcA",sim

Novo Escola sem Partido prevê gravação de aulas. https://t.co/BEG9Z8Oewf,não

"Escola do município, sem condições de ter aulas, educação em Eunápolis, está um caos. https://t.co/tEJvNR3Q4a https://t.co/keos2B4onk",sim

Escola em Belém está há dez dias sem aulas devido à falta de luz e de água https://t.co/4VgJjuMoqf,sim

Cerca de 800 alunos de escola municipal de Guaíba estão sem aulas há uma semana https://t.co/L18h8HF6XG,sim

Começar as aulas práticas da auto escola com chuvinha rs sem perigos!,não

"2 aulas inteiras sem fazer nada, odeio essa escola",não

Escola Soares dos Reis sem aulas devido à greve função pública https://t.co/tOEfVpBW8a,sim

"bozo assina projeto de lei p que os pais deem aulas em casa. a gente manda dever de casa volta tudo sem fazer e dizem que não entenderam, o aulo tem problemas seríssimo e o pai nem na escola aparece. com certeza vai ser uma ótima ideia! 👍🏼",não

As aulas começando e eu continuo sem escola,não

Nossa essa escola fica tão sem graça dps das duas últimas aulas,não

"fui sem celular pra escola hj, e dormi literalmente em todas as aulas",não

Geral falando da volta das aulas é eu sem escola kkkkk maneiro isso,não

Vai ser chata as aulas sem ela pra rir das minhas piadas sobre o professor de mat que parece que fuma maconha e vai pra escola,não

Bem que amanhã podia não haver aulas só para prolongar os dias sem ir a escola,não

"Queria ir à escola, mas sem ter aulas só para estar com os meus amigos ❤",não

Atenção! Mais de 400 estudantes estão sem aula em Erechim por falta de professores. Outros 480 tiveram as aulas canceladas em razão de problemas no abastecimento de água na escola. https://t.co/fWjg65FCG6,sim

Essas aulas da auto escola sem futuro,não

Alunos reclamam que estão sem merenda na escola vitrine da educação no Estado https://t.co/k3nzdAtrCb https://t.co/zAlJo6i6lA,sim

as aulas nem voltaram ainda e eu ja estou sem paciência pra ir pra escola,não

"Alunos da Escola Estadual Márcio Nery no bairro São Francisco. Reclamam das más condições do local. Desde o início das aulas, algumas turmas estão tendo que estudar em um auditório e em uma biblioteca sem estrutura... https://t.co/2vR32yj1A4",sim

"Falta de gás deixa alunos sem merenda em escola do Estado, em Sousa. Falta também energia e sobra mau cheiro de esgoto https://t.co/FtZbjPTcL8 https://t.co/WXeNxfTvSI",sim

"@sme_carioca Cadê os professores de PORTUGUÊS da Escola Municipal Engenheiro João Thomé? 
Oitavo ano, turma 1801 sem aulas de português desde o início do ano!",sim

"fica a semana toda sem ir p escola e depois quer vir me perguntar q dia volta as aulas, nem respondo",não

sem aulas hoje mas tenho q ir a escola a tarde para limpar fds,não

Bomba d’água queima e escola fica sem aulas na Vila Nova Conquista https://t.co/oMUXIC2sQZ https://t.co/SVDKjGGLpk,sim

@CMSPCoelho Lembro-me dum ano em que a Fontes Pereira de Melo parecia a intifada. Aqui na rua puxaram fogo aos contentores do lixo e queimaram um carro... dano colateral perfeitamente justificado.,não

"(NOTÍCIA DO DIA DE ANAGÉ) ""RUA DO CEMITÉRIO NÃO É LIXÃO""



QUERO AQUI PEDIR AOS MORADORES DAS OUTRAS RUAS VIZINHA DA RUA DO CEMITÉRIO QUE NÃO VENHA JOGAR LIXO AQUI NA RUA, O CAMINHÃO DO LIXO PASSAR TODOS OS DIAS... https://t.co/pRS4QBnd59",não

"Bairro Vista Alegre



Rua Carlota Antunes, moradores pedem o caminhão de lixo na região, não está passando pela rua o lixeiro. Cadê o prefeito Nanci? https://t.co/0sxpThgjJr",sim

"Voce sabia?

No 4° ano Felipe foi pra coordenação com seus amigos após deixarem um cachorro da rua entrar na escola e espalhar todo lixo das lixeiras da escola. https://t.co/ULWHTduEAs",não

@fernandoojrr_ @ninna_05 Não seria mais fácil se o povo fosse mais consciente e não ficasse jogando lixo na rua pra depois culpar os outros por coisas como essa?,não

Se eu sair na rua hj e o lixeiro passar do meu lado ele me joga na caçamba do caminhão de lixo,não

VAMO PARAR DE JOGAR LIXO NA RUA NE GENTEN,não

"Hoje voltando pra casa, achei esse monte de livros jogado na rua.

Fiquei muita chateada juntei todos, passei horas separando ... Não jogue no lixo ainda existem pessoas que precisam e que gostam de ler .

💔💔❤️ — se sentindo pensativa",não

"@JoaquinShow Foi ato da CIA! Foi tudo combinado entre Trump e Bolsonaro! Agora a Globo Lixo e a Folha do Lula vão denunciar este complô internacional! O IBOSTA vai fazer a pesquisa de rua e confirmar: Temer tem 90% de simpatia do povo! Enquanto isso, na carceragem da PF em Curitiba...",não

"@_talyssasouza o ódio, o Chris pratt não é nenhum flor que se cheire, ele apoiou o abusador do James gunn, fez piadas transfobicas e já soltou a porra do próprio cachorro na rua, sem contar a vez que ele tentou vender o gato dele porque o gato já estava velho, esse homem e um verdadeiro lixo",não

"@NihilEtOmnia @1potedemel @Pedro_ottoni @reimiranda58 @Padig Ué, eu sou educado, frequento carnaval mas não jogo lixo na rua, não fico arrumando briga, não sai beijando bocas aleatórias, então não nivele quem frequenta essa festa que gera MILHÕES pra economia brasileira. Se você não gosta, só não vá, você é livre pra isso.",não

"Acabei de ver uma frase na rua ""proibido lixo colocar"" pq caralhos a pessoa inverteu a frase?",não

19. falando higiene sempre tem os infeliz que jogam lixo no chão e esquecem que a gente ta LITERALMENTE na rua e onde todas as baratas e ratos moram,não

Eu sonhei que comia tanta batata frita e eu tava cm a mao cheia de batata e eu enjoava num nível que eu jogava as batata numa pilha de lixo na rua,não

"Tudo essas merda que anda acontecendo é tudo castigo pro ser humano de tanta merda q faz

Vai la

Joga lixo na rua

Mata as pessoa

Rouba o vizinho

Estaciona em vaga de deficiente

Queima lixo

QQ coisinha é uma coisa grande q volta

Cês tem que aprender a respeitar a natureza porra",não

"Arco-íris: a



Pessoas: ai vamos colocar no status aqui pagar de ""amo a natureza"" e depois jogar lixo na rua...",não

"a mulher trabalha com a natureza e sai jogando lixo na rua, acho que tá na profissao errada",não

"A Comlurb recolhe lixo regularmente no município do Rio de Janeiro, mas alguns idiotas insistem em jogar lixo na rua... https://t.co/sJ06ZsXIkz",não

rolê de hj: recolher lixo na rua e fazer carinho em gatos,não

"@o_antagonista Esses “movimentos “ já conseguiram o que queriam, no ano passado: eleger seus representantes. Mas, nada como uma eleição atrás da outra. Eles voltarão para o lixo da história. Dia 26, todos na rua!",não

Tem algum puto queimando lixo e o cheiro tá na rua inteira pqp,não

Como assim não pode lixo na rua?? E meu direito de ir e vir fica a onde?🤦🏻‍♂️,não

"A professora falando que tá caindo água do ar condicionado aí Carlos- por isso q n pode jogar lixo na rua 



Kkkkkkkkkkkkkk eu rir muito cr , com o jeito q ele falou",não

Ódio dessas pessoa que jogam lixo na rua/estrada,não

"A população de Toledo é deveras engraçada. Reclamam do lixo na rua, mas nunca pensaran que nao existe ""tirar lixo pra fora"". Bando de rico babaca que reclama no face e nunca pisou numa plenária.",não

SOMOS CAMBADOS PROPÓN O ABARATAMENTO DO RECIBO DO LIXO E UNHA NOVA BOLSA DE ESTACIONAMENTO GRATUITO NA ZONA DA RÚA NOVA https://t.co/9qxGL7miSQ,não

"Gente como que ceis dão conta de jogar lixo na rua sem peso na consciência???? Eu abro minha mochila depois do role e TODA EMBALAGEM DE PRODUTO QUE EU CONSUMI TÁ LÁ DENTRO 



Inclusive juntando tampinhas de garrafa pra ajudar os bichinhos do Tampatas



FAÇAM O MESMO https://t.co/8TZGVUojOr",não

"@angela_nespoli @rsallesmma @mskanaan Isso em conjunto a educação do cidadão em não jogar lixo na rua, funcionaría muito bem.",não

A vontade que eu tenho de gritar com quem joga lixo na rua não é normal,não

minha visão ta tao lixo q n reconheço as pessoas na rua,não

"Tá vendo aí galera, isso que dá jogar lixo na rua https://t.co/cTSEPlkWqM",não

Não sei quem é pior a prefeitura que reage apenas quando a merda a acontece ou a população que adora jogar lixo na rua....,não

No insta partilham os vídeos de poluição marinha mas mandam o lixo p chão na rua tp,não

mano quem que é esse lixo de mulher? a gente pode linchar ela na rua? https://t.co/3NyLWp14Xu,não

"@pnglife CARA FILHO DA PUTA

BATE NA MULHER ESSE MERDA

LIXO DO KARALHO, SE EU VESSE ESSE ESTRUME NA RUA EU FAZIA OQ ELE FEZ COM ELA",não

"@icaromaiapin @GuilhermeBoulos Sabe quando seria bom as pessoas terem zelo pelo patrimônio público e nunca se importam? Quando tacam lixo na rua, destroem aquela arvorezinha crescendo na praça.",não

"@Chakal_xP So sei pular e dar tiro.. na parte da construcao, sou um completo lixo! Morador de rua mesmo! Construcao 0!",não

@folha Estes foliões tiveram a oportunidade de ver o que o lixo que jogam na rua faz...,não

Caralho quando eu vejo gente porca jogando lixo na rua da vontade de da um bicão,não

"minha vó: “tem homem q eh igual cachorro,tem ração boa em casa,mas sai na rua pra comer lixo” KKKKKKK sensacional!",não

Gostei de um vídeo @YouTube https://t.co/761i2UvcXR lixo na rua,não

a pessoa tem a pachorra de chutar o lixo na rua mas não tem a capacidade de abaixar e recolher E DAI QUE NÃO FOI VC QUE JOGOU VAI CAIR A MÃO SE VC PEGAR E JOGAR NO DEVIDO LUGAR?,não

"Cheguei em casa tão brava que me irritei com o ""cheirinho"" do banheiro q arranquei da parede e joguei no saco de lixo la na rua. Minha mãe nem se arriscou dizer alguma coisa",não

saindo da fisioterapia caí na rua e joguei todo o dinheiro gasto na sessão no lixo,não

"@Klbia4 @g1santos Não é só turista não...moradores e prefeitura tem sua parcela de culpa tbm, moro aqui e todo dia vejo morador jogar lixo fora do lixo seja em praia ou na rua.",não

Essa diretoria é organizado né ? Quero ver jogar lixo na rua agora 😂😂😂😂😂 https://t.co/QYwJTqglXW,não

"Tem uns velhos tão ridículos por aí, jogando lixo na rua, no córrego, DENTRO DO ÔNIBUS, que eu penso ""que bom que ja ta com o pé na cova"" porque mesmo velho ainda faz merda vsf",não

"É verdade, eles são gente do mau , petistas vagabundo esquerda bandidas más juntos, presidente Jair Messias Bolsonaro e nós colocamos eles na lata do lixo .                Domingo todos nós à rua https://t.co/WvcuSVXUjy",não

eu fui jogar lixo na lixeira aqui da rua e tinha uns animes lá https://t.co/YctbOxmuu3,não

"@ArthurLira_ Vcs são um câncer, vc Principalmente um lixo da pior espécie, ta fazendo de tudo pra achacar a reforma da previdência pra minar o governo, enquanto isso o país que paga seu salario parado, lixos como vc tem que começar a apanhar na rua pra virar gente, como em países sérios.",não

@JornalOGlobo Tnc seu comunistas de merda! Isso pode agora? Arte é mostrar o ponto na rua? Passa o endereço da redação para eu ir aí fazer golden performance na mesa de vocês! COMUNISTA É O LIXO DA HUMANIDADE. CAMBADA DE DOENTE MENTAL. @JornalOGlobo assessor de comunista. Empresa LIXO,não

Não adianta reclamar q tá alagado se continua jogando lixo na rua,não

"@rezendejao @UfOgui Concordo com essa garota, pois são as baratas q dão fim nas bituca de cigarro e outros lixo q fica na rua",não

Hoje eu vi um doguinho na rua roubando do lixo uma fralda de bebê suja e voltando pra casa. Ele entrou pelo meio das frestas do portão. Pelo jeito esse doguinho vai levar uma bronca. 😂 #pet #cachorro #dog #cao #viralata,não

"Já gritaram a pessoa na rua e ela não falou cntg, vergonha é lixo, tem nem volta !",não

sempre bom lembrar de respeitar as pessoas e o ambiente que está. plmrds não joguem lixo na rua #CarnavalSemAssedio,não

A maioria desses alagamento em cidade grande seriam evitados se as pessoas não jogassem tanto lixo na rua... tudo entupido,não

hoje na rua um boy viu meu cabelo sem disfarçado e disse: disfarçado pra tu é lixo né irmão kkkkkk vi nascer a primeira militância pela manutenção do disfarçado nos cabelos afro-diaspóricos,não

Mais um dia lutando contra as pessoas que jogam lixo na rua.. 😡🤮,não

"se vc coloca o lixo na rua e nenhum cachorro rasga fazendo uma zona na sua calçada, eu nem preciso falar que vc é burguês, né?",não

@sprinterkombis eu comprava uns na internet pq os que vendem hj na rua sao um lixo toxico ou bem caro,não

"@jaobadeus o problema do lixo na rua é q ele n fica lá esperando

entra em bueiro e etc

dá mt transtorno

mas sla ne

nunca sei oq fzr",não

@_mirellaoli Mas mesmo assim ainda tem gentr q joga lixo na rua e lugar de lixo é no lixo,não

"eu fico com muita raiva quando vejo gente jogando lixo na rua, às vezes tem lixeira perto e o infeliz prefere jogar no chão......",não

Meninxs que se recusam a jogar lixo na rua e acabam com a bolsa cheia de papel amassado me add,não

"@flobodani ai amiga, tem que ser sensata nessas horas. ai depois tá reclamando que por aqui ta tudo alagado. fiquei puta demais pqp. odeio gnt q joga lixo na rua AAAA",não

"MEU DEUS, Pinhais está completamente alagado 



Parabéns em amiguinhos, continuem jogando lixo na rua 👏👏👏",não

"@Michele_M0rais @Mitobonoro17R Quando alaga a resposta é imediata: “culpa do povo que joga lixo na rua” como se TODOS jogassem lixo na rua. Aí é fácil...O gestor não faz o que tem que fazer e depois joga a culpa no povo. Michele, aqui eu vou perturbar essa prefeitura. Ano que vem é a mudança...",não

"@exulia isso é uma merda



a galera reclama de chefe lixo, mas não pensa que na rua, o  chefe lixo do motorista pode ser a gente",não

"que mico mano, tava aqui na rua esperando meu amigo e daí enquanto ele não vinha eu fiquei dançando na rua.. só que eu não vi que tinha uma senhora jogando lixo e ela ficou olhando p mim KKKKKKKKKKKKKK que vergonha, agora ela acha que eu sou louca",não

"Às 24:00:



Ela: -Pegue esse lixo e jogue na rua 



Eu: -Sim, amor....",não

"@FriedHardt Tomara que esteja zuando. Venezuela é um País onde as pessoas fazem filas pra comprar carne estragada pra comer que caçam cachorros na rua para matar a fome e ainda tem babaca pra falar umas asneiras dessa. Tomara que não seja verdade, uma pessoa com um pensamento tão lixo.",não

"@joomikhail Vão pedir Lula Livre! Vai ter ônibus queimado, fumaça de maconha, o comércio vai fechar, vai ter lixo na rua!! A velha balbúrdia de sempre disfarçada de lula livre. Vai se catar esquerdista lixo.",não

"Eu to a própria caçamba de lixo andando na rua. 

Certamente vou encontrar alguém que não deveria me ver nessas circunstâncias",não

"Acho que nesse momento antes de julgar prefeito, vereador, quem joga lixo na rua ou deixa de jogar, temos que pensar naqueles que estao precisando de ajuda, que perderam coisas em casa. Se cada pessoa começar a pensar dessa forma garanto que iremos ajudar mt familia a ser feliz",não

"meu lixo encheu de larvas pela 827372 vez e tive que descer com ele pra jogar no lixo da rua e lavar+desinfetar na mangueira do prédio 

as 8 da noite

com tudo escuro",não

"E no geral, a perspectiva é bem pior que a gente imagina. Tem uma hora em todo ecossistema que a gente passa de um ponto em que dá pra consertar as coisas, ou voltar atrás. Não é só plantar mais arvores e parar de jogar lixo na rua. Nao vai funcionar mais, entende?",não

"@Smith_Hays @EstadaoPolitica Nada quebrado, nem lixo na rua e o principal, manifestações q geram efeitos!!",não

"acho que nada me deixa com mais RAIVA do que quando to andando na rua e tem um macho perto de mim e ele só espirra igual um cavalOO 



fico kkbota a mão na boca seu lixo",não

"Conversas saudáveis com a miga pra tampar o desespero 



[22/01/2019 19:49:20] Tami ❤: Eu tinha q ter ido bem em natureza

[22/01/2019 19:49:34] Alu: Quem mandou jogar o lixo na rua

[22/01/2019 19:49:57] Tami ❤: Ksksjwjwjwkskkskwkskskksjjsniskskakakkwkska",não

"nao podemos julgar o próximo....



mas se jogar lixo na rua pode sim",não

"Se você coloca o lixo no bolso pra evitar jogar na rua, tu merece o mundo!",não

"Reclamam reclamam das catástrofes q estão acontecendo, de enchentes e etc, mas não sentem um receio quando jogam um lixo na rua, ta viajando e jogam coisas p fora do carro, e assim vai... lacrar na internet todo mundo quer, agr na vida real q n tem plateia é um 💩 pra natureza",não

"""Eu guardo meu lixo no bolso pra não jogar na rua"" https://t.co/N3vpEiGqwJ",não

@nandis_fay Minha vo não acha lixo brilhante na rua,não

"Recém-nascida é encontrada em saco de lixo em rua de Santa Cruz, na Zona Oeste. https://t.co/PrqQDfystv",não

"Quem joga lixo na rua, não tá jogando lixo na rua de fato, pq o lixo acaba sendo quem jogou",não

Em pleno 2019 e ainda temos que avisar as pessoas pra não jogar lixo na rua pqp,não

"@FelipeBetim Ah, deveria ser vagabundo! Tava fazendo o que na rua? Se a PM fez isso foi pq teve motivo. 



Contém ironia, deboche 



Esse é o discurso de merda que essa gente lixo usa pra justificar matança e ódio sem limite. Nojo!",não

"Eu: eu sou lindo meu corpo é um templo



Eu 5min depois: como eu OUSO botar esse esse LIXO que eu chamo de corpo na rua?????",não

"@cabojunioamaral CARA ruim de mira, errar o ""globo"" a meio metro do verme... amanhã esse LIXO estará na rua fazendo outra vítima. NÃO PODE VACILAR!!",não

@jandira_feghali O morador de rua vai na conta de vcs. Mentirosa e mau caráter. Lixo da política.,não

"hoje mexi num cachorrinho na rua, fiquei tao triste de ir embora e deixar ele comendo o lixo lá",não

"Rua Sebastiana Monteiro de Santana na Vila Real/Frei Damião. Esgoto correndo a céu aberto, mato tomando as calcadas e lixo acumulado numa cidade onde a população paga caro pela coleta. Moradores já solicitaram inúmeras... https://t.co/C6loO1bMVQ",sim

"O cara tá colocando anúncio em adesivo do poste e joga NA RUA o papel sem a cola com a puta lixeira na frente! Falei ""joga o papel no lixo, pelo menos"" e ele disse ""tem quem cata"". Mds, o que eu tô fazendo neste planeta?!!",não

"Pena eu tenho dos doguinhos que dormem na rua, no frio, não têm nem comida, têm que revirar lixo, eu não tenho condições de abrigar aqui em casa, do Sidão eu tenho ódio",não

"Que ódio de gente tacando lixo na rua pqp, vai alagar essa porra fdp",não

Esse é o mesmo povo que vem nas redes socias reclamar que as ruas estão alagadas! E ainda me encheu de desaforo quando eu perguntei se ia jogar lixo na rua.,não

sabe oq eu tenho vontade de fazer com esses porras que jogam bituca de cigarro na rua? ENFIAR UMA BITUCA NO CU E OUTRA NO OLHO QUE INFERNO VELHO CUSTA JOGAR NO LIXO? ah mas n tinha lixo perto AÍ ISSO É UM PROBLEMA SEU E NAO DO PLANETA,não

Gritaria aqui na rua foi lixo na hora dos pênaltis kkkkk !!,não

"Tava me sentindo um lixo quase chorando na rua



Chego em casa tomo banho e boto roupa masculina



Me sinto a sapatao mais linda do mundo e queria ser outra pessoa so pra poder me pegar



Sei la sextou mt e eu to mt gata quem negar mentiu",não

Estou saindo só o lixo favor ngm me encontrar na rua,não

fica reclamando dos alagamentos mas fica jogando lixo na rua #pordentrocomcardinot,não

"lyka chegou em casa agr ja foi botando os lixo na rua organizando a cozinha, eh disso q eu to falando",não

I liked a @YouTube video https://t.co/uWTA1QLoaa jogando lixo na rua,não

"bts: agora pare de nos assistir e vá estudar para seus exames



exo: eu quero proteger você, para sempre



got7: você deslumbra, tao linda em todos os sentidos



voces: kpop lixo, ninguem entende nada



mic duiguinho: taca a bebida depois taca a pica e abandona na rua



voces: ok",não

Eu amo meus amigos só q eles jogam lixo na rua afs,não

Hoje é um daqueles dias da tpm que to me sentindo um lixo jogado na beira da rua que até o caminhão do lixo rejeita,não

"[4/2, 17:28] toro 🐃: as vezes eu vou jogar um lixo na rua e lembro que tu me incentivou a não jogar la no início da amizade e penso ""suh iria se decepcionar cmg se eu jogasse""",não

"O pessoal de Joinville está muito porco ultimamente. Por onde você passa na rua, tem um monte de lixo",não

sabe oq é isso????? fica jogando o carai dos lixo na rua ai quando alaga reclama ne,não

@kmaiconkusterkk @kkkkustermaicon @KusterTriggered @maikunkuster fodase oq mlk ta achando q eh quem?.. te acho na rua te meto um socao quero ver me encarar esse aqui eh irmão desse aqui oh fdp do caralho lixo,não

"@NaoInviabilize Isso é muito real. Ja quase fiz o cara que dirigia a van escolar (na minha epoca de escola) bater a van pq vi um cachorro na rua e ele ia passar por cima, mas era só um saco de lixo.",não

Que gente lixo que abandona os dog na rua,não

Aí eu disse que eu onde eu moro agora também há uma ignorância bizarra em torno disso tipo eu moro no morro e não tenho vizinho na frente pq é td decida barranco e vai laa na rua debaixo Aí de tava falando que as pessoas vêm do final da rua com suas sacolinhas de lixo e jogam o,não

qual o problema das pessoas q jogam lixo na rua,não

"Esse povo dessa rua é uo ,bota lixo tudo aqui na porta da minha mãe,vou começa a joga nas porta tbm",não

"Se você coloca o lixo no bolso para não jogar na rua parabéns você merece o mundo!❤️

@sincerojesuis",não

"povo reclama que chove e alaga as ruas, ENTÃO POR QUE VOCÊS JOGAM LIXO NA RUA ????",não

Medo de sair na rua e o caminhão do lixo me levar...😶🚚,não

"@prefeituraserra 

Cadê os agentes da dengue da prefeitura  que não estão fiscalizando este monte de lixo e focos da dengue encima da calçada no bairro: são Diogo 1 na serra?



Este ponto viciado de lixo fica na rua Coelho Neto, próximo ao status motel... https://t.co/EN2MoTyhVd",sim

Eu fico olhando esse povo saí de casa na praia ao invés de levar uma sacola p jogar o lixo fora JOGA TUDO NA AREIA E NA RUA Ô ÓDIO https://t.co/sxDuqDAXa9,não

"@macunaimaz Não sei o que é pior, a Sra. jogando lixo na rua poluindo a cidade ou a pessoa que viu, filmou calado e deixou ela continuar poluindo.",não

"Terça-feira o caminhão do lixo passou antes das 7h aqui na rua. Eles viram minha mãe e pediram café, mas a minha avó disse pra pararem na volta pq ainda ia comprar pão. Na volta pararam e tomaram café com pão. Eu queria tá acordada pra mostrar esse momento pro @belemtransito 😆",não

Nunca pensei q a maior dificuldade de morar sozinha seria conseguir colocar o lixo na rua antes do caminhão passar sinceramente,não

"@PrefBelfordRoxo eis a máquina que seria pra asfaltar na rua Juscelino Kubitschek no Parque Esperança e virou caçamba de lixo, ela está aí desde o fim das eleições bem em frente a uma creche, mas o Sr sabe pq já mandei outras vezes. https://t.co/fFukKWMfqc",não

"tenho um ódio de quem joga lixo na rua, vai tomar no cUUUUUUUUU",não

"Mano esse vídeo é eu toda quando tô andando e alguém joga lixo na rua sério façam, a reação das pessoas é sublime (cuidado só pra não tentarem te atropelar pq acontece também) https://t.co/5YrTLhOiag",não

Povo foi pra rua hj protesta a favor da educação mais na globo lixo tinha nego pedindo Lula livre? ué é pela educação ou protesto a favor do luladrão? Esse povo da esquerda é sem noção.,não

A próxima vez que eu pegar algum fela da mãe jogando lixo que possa acumular água na rua eu vou brigar demais,não

"meu, qual a dificuldade de jogar a porra do lixo no lixo??? enfia no cu essa desgraça, mas NÃO joga na rua!!!",não

"Hoje eu tava vindo pra casa e quando paramos no sinal o cara da van que tava na frente simplesmente jogou o copo descartável dele com papel do salgado pela janela e eu quase desci da van e fui tacar o lixo na cara dele(n fiz pq eu poderia apanhar no meio da rua né, infelizmente)",não

Vamos jogar lixo na rua pro varredor não perder o emprego #pas https://t.co/e8Avkjm76W,não

"#Lixo #CidadeNova #Itajaí



MORADORES RECLAMAM DE LIXO NO CIDADE NOVA



Moradores da Rua Maria Alves Mafra no Bairro Cidade Nova em Itajaí reclamam do lixo que está acumulando na rua, além de atrair ratos e... https://t.co/K4h4a20JS4",sim

"""Coloco o lixo na rua e em 20 minutos algúem passa e come esse lixo"" https://t.co/LslQSSNBQc",não

